College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Bhartiya College of Agriculture and Agricultural Engineering, ",Chhattisgarh,Agriculture,--,--,--,--,--,--,--,--,--
Shaheed Gundadhur College of Agriculture and Research ,Chhattisgarh,Agriculture,--,--,--,--,--,--,--,--,--
"Bastar University, Bastar ",Chhattisgarh,Agriculture,"3,585",--,8,8,7.5,8.7,7.5,8.1,8.4
"Faculty of Veterinary Science and Animal Husbandry, ",Jharkhand,Agriculture,--,--,8.1,8,8,8,8.5,8,8
"Dr. Shyama Prasad Mukherjee University, Ranchi ",Jharkhand,Agriculture,"22,000",--,6.5,7.2,5.2,6.8,6.9,6,7.1
"Pragyan International University, Ranchi ",Jharkhand,Agriculture,--,--,--,--,--,--,--,--,--
"College of Agriculture, Palampur ",Himachal pradesh,Agriculture,"42,918","48,218",7.1,8.5,8,8,7.5,4,6.5
Institute of Himalayan Bioresource Technology ,Himachal pradesh,Agriculture,--,--,8.1,8.5,7.9,8.5,8,7.8,8
Akal College of Agriculture ,Himachal pradesh,Agriculture,"75,000","65,000",--,--,--,--,--,--,--
Akal College of Basic Sciences ,Himachal pradesh,Agriculture,"75,000","72,500",--,--,--,--,--,--,--
Gauhati Medical College and Hospital ,Assam,Medical,--,--,8.5,8.6,7.7,8.5,8.3,9.3,8.3
Assam Govt Homoeopathic Medical College and Hospital ,Assam,Medical,--,--,6,7,5,3,6,6,9
"Assam Medical College, Dibrugarh ",Assam,Medical,"25,000","25,000",8.8,9.3,8,8.8,8.1,9.5,8.8
Jorhat Medical College ,Assam,Medical,"17,500",--,8.1,8.3,7.8,8.3,7.9,8.2,8.1
Silchar Medical College ,Assam,Medical,"22,000","17,670",8.5,8.3,7.8,8.9,8.5,8.7,8.7
Army Institute of Nursing ,Assam,Medical,"1,29,950",--,9.8,--,--,--,--,--,--
Fakhruddin Ali Ahmed Medical College and Hospital ,Assam,Medical,"20,000",--,8.2,8.4,7.8,8.4,8,8.8,7.8
Tezpur Medical College & Hospital ,Assam,Medical,"27,075",--,7.9,8.8,5.8,8.7,7.8,--,--
"Krishnaguru Adhyatmik Visvavidyalaya, Barpeta ",Assam,Medical,"70,000",--,--,--,--,--,--,--,--
"Mahapurusha Srimanta Sankaradeva Viswavidyalaya, Nagaon ",Assam,Medical,--,--,--,--,--,--,--,--,--
Srimanta Sankaradeva University of Health Sciences ,Assam,Medical,--,--,8.2,8.5,7.5,8.7,7.5,8.3,8.4
"NEPEDS Group of Institutions, Guwahati ",Assam,Medical,--,--,--,--,--,--,--,--,--
"PEWS Group of Institutions, Guwahati ",Assam,Medical,"90,000","1,10,000",--,--,--,--,--,--,--
"Majuli University of Culture, Majuli ",Assam,Medical,"11,850",--,--,--,--,--,--,--,--
"Nalanda Medical College, Patna ",Bihar,Medical,--,--,7.7,7.8,7.1,7.8,8,8.1,7.5
Dr RB Singh Gaya Homoeopathic Medical College ,Bihar,Medical,"1,92,500",--,--,--,--,--,--,--,--
Magadh Homoeopathic Medical College ,Bihar,Medical,--,--,--,--,--,--,--,--,--
Anugrah Narayan Magadh Medical College and Hospital ,Bihar,Medical,"9,700","1,600",7.6,7.8,7.1,8,6.2,9.2,7.5
"Darbhanga Medical College, Darbhanga ",Bihar,Medical,--,--,7.3,7.3,7,7.2,6.5,8.1,7.9
Jawaharlal Nehru Medical College ,Bihar,Medical,"61,500","82,30,000",8.3,8.3,8.2,8.2,8.1,8.6,8.4
"Katihar Medical College, Katihar ",Bihar,Medical,"26,50,000","11,50,000",8.6,8.7,8.7,8.7,8.4,8.5,8.4
Patna Medical College ,Bihar,Medical,279,279,7.4,7.8,7.2,7.8,6.2,8.6,7
"Zulfequar Haider Unani Medical College and Hospital, ",Bihar,Medical,"2,87,050",--,--,--,--,--,--,--,--
Bihar Institute of Nursing and Paramedical ,Bihar,Medical,--,--,--,--,--,--,--,--,--
JM Institute of Speech and Hearing ,Bihar,Medical,--,--,--,--,--,--,--,--,--
Lalit Narayan Mithila University ,Bihar,Medical,"12,000",--,7.9,8.6,7.8,8.6,8.6,5.9,8
Maulana Mazharul Haque Arabic and Persian University ,Bihar,Medical,"28,200","23,200",8.2,8.8,8.3,8.6,8.7,7.1,7.9
Vardhman Institute of Medical Sciences ,Bihar,Medical,"15,600",--,8.8,9.1,8.4,8.7,9.1,8.9,8.4
Shri Krishna Medical College ,Bihar,Medical,"20,100",500,8.2,7,--,--,--,--,--
"Apollo College of Physiotherapy, Durg ",Chhattisgarh,Medical,"52,500","75,000",--,--,--,--,--,--,--
Chhattisgarh Institute of Medical Sciences ,Chhattisgarh,Medical,"42,000","26,000",8,8.3,6.9,8.2,6.9,9,8.7
Post Graduate Institute of Behavioral and Medical ,Chhattisgarh,Medical,--,--,--,--,--,--,--,--,--
"Netaji Subhash College, Raipur ",Chhattisgarh,Medical,"15,980",--,--,--,--,--,--,--,--
Pt. Deen Dayal Upadhaya Memorial Ayush and ,Chhattisgarh,Medical,--,--,7.6,7,7.5,8,7.5,8,7.5
Chhattisgarh Swami Vivekanand Technical University ,Chhattisgarh,Medical,--,--,6.1,7.3,5.4,6.9,6.4,4.7,5.8
Chhattisgarh University ,Chhattisgarh,Medical,--,--,7.7,8,7.5,8,7,8,7.5
Pandit Sundarlal Sharma Open University ,Chhattisgarh,Medical,"8,200",--,7.4,8,6,8.2,8,6.9,7.4
"St Vincent Pallotti College, Raipur ",Chhattisgarh,Medical,"17,600",--,7.3,8.5,5,8,7.5,6.5,8
"Dr. CV Raman University, Institute of Open ",Chhattisgarh,Medical,"21,000",--,6.8,7,6,7,7.5,6,7
Pt. Jawahar Lal Nehru Memorial Medical College ,Chhattisgarh,Medical,"50,000","50,000",8.1,8.2,7.5,8,8.2,8.7,7.7
"Late Baliram Kashyap Memorial Govt. Medical College, ",Chhattisgarh,Medical,--,--,7.8,7,8,--,7,9,--
Late Shri Lakhi Ram Agrawal Memorial Government ,Chhattisgarh,Medical,"50,000",--,7,7,7,7,7.5,7,6.5
Government Medical College Rajnandgaon ,Chhattisgarh,Medical,"50,000",--,8.1,8.5,7.5,9,7.5,9.5,6.5
Government Medical College ,Chhattisgarh,Medical,--,--,8,--,--,--,--,--,--
"Shri Narayan Prasad Awasthi Government Ayurved College, ",Chhattisgarh,Medical,--,--,--,--,--,--,--,--,--
"Pt. Harishankar Shukla Memorial College, Raipur ",Chhattisgarh,Medical,--,--,8.5,9,8,9,8,9,8
Hemchand Yadav Vishwavidyalaya ,Chhattisgarh,Medical,--,--,7.8,7.9,7.4,8,7.6,7.7,8.2
Shri Shankaracharya Institute Of Medical Sciences ,Chhattisgarh,Medical,"7,13,156",--,7,7.7,6,7.7,6.7,8,5.7
Shine Abdur Razzaque Ansari Institute of Health ,Jharkhand,Medical,"45,000",--,--,--,--,--,--,--,--
"Mahatma Gandhi Memorial Medical College, Jamshedpur ",Jharkhand,Medical,"1,500","1,500",7.6,7.6,7.9,7.3,6.8,8.3,7.6
Patliputra Medical College & Hospital ,Jharkhand,Medical,--,--,8.3,8.8,8.2,8.4,7.2,9.2,8.1
Rajendra Institute of Medical Sciences ,Jharkhand,Medical,--,--,8,8.3,7.5,8.3,8.1,8.6,7.3
"Florence College of Nursing, Ranchi ",Jharkhand,Medical,--,--,--,--,--,--,--,--,--
"Kolhan University, Chaibasa ",Jharkhand,Medical,--,--,7.3,7.4,6.7,8.1,6.7,6.9,7.7
"Vananchal Educational and Welfare Trust, Garhwa ",Jharkhand,Medical,"1,30,000","24,000",7.2,8,7,7,7,7,7
"Markham college of Commerce, Hazaribagh ",Jharkhand,Medical,--,--,7,6.3,6,8,6.7,7.3,7.5
Binod Bihar Mahto Koylanchal University ,Jharkhand,Medical,--,--,8.3,8.7,7.9,8.3,8.6,7.5,8.5
Shrinivas Institute of Paramedical Sciences ,Jharkhand,Medical,"36,000","36,000",--,--,--,--,--,--,--
Dr Rajendra Prasad Government Medical College ,Himachal pradesh,Medical,--,--,8.7,8.7,8,8.3,9,8.7,9.3
Solan Homoeopathic Medical College and Hospital ,Himachal pradesh,Medical,"93,875",--,9,9,--,--,9,9,--
Indira Gandhi Medical College ,Himachal pradesh,Medical,"13,000","39,000",7.1,7.8,6.5,7.8,5.9,7.8,6.7
Akal College of Public Health and Hospital ,Himachal pradesh,Medical,"65,000",--,8.3,9,8,--,8,8,--
"Dr. Y. S. Parmar Medical College Nahan, ",Himachal pradesh,Medical,"60,000",--,7.7,8.5,8.4,8.5,5.7,8.2,6.9
Pt. Jawahar Lal Nehru Government Medical College ,Himachal pradesh,Medical,"60,000",--,7.6,8,7,8,7.5,8,7
Shri Lal Bahadur Shastri Government Medical College ,Himachal pradesh,Medical,"60,000",--,--,--,--,--,--,--,--
Jammu Institute of Ayurveda and Research College ,Jammu,Medical,"1,13,500","1,72,500",5.9,6.5,4,7.7,8,4,5.3
"Bhargava Paramedical College, Jammu ",Jammu,Medical,--,--,--,--,--,--,--,--,--
"Acharya Shri Chander College of Medical Sciences, ",Jammu,Medical,"39,000","13,05,000",7.5,8.2,6.8,7.8,7.2,8,6.8
"Government Medical College, Srinagar ",Jammu,Medical,"35,625","25,000",7.6,8.3,6,8,8.6,8.4,6.4
Jammu College of Physiotherapy ,Jammu,Medical,"1,00,060",--,3.3,5,2,5,1,2,5
Kashmir Tibbia College Hospital and Research Centre ,Jammu,Medical,"1,10,000",--,4.5,8,1,8,6,3,1
"Government Polytechnic For Women, Srinagar ",Jammu,Medical,"2,130",--,--,--,--,--,--,--,--
"Homoeopathic Medical College & Hospital, Chandigarh ",Chandigarh,Medical,"85,000",--,9.8,--,--,--,--,--,--
Government Industrial Training Institute for Women ,Chandigarh,Medical,--,--,--,--,--,--,--,--,--
Girijananda Chowdhury Institute of Pharmaceutical Science ,Assam,Pharmacy,"1,55,000","1,20,000",8,8.3,6.7,8.3,7.7,8.3,8.7
NETES Institute of Pharmaceutical Science ,Assam,Pharmacy,"1,90,000","1,90,000",7.5,9,7,9,7,6,7
"Sachchidanand Sinha College, Aurangabad ",Bihar,Pharmacy,"64,500",--,6.8,7,6.4,6.6,8.3,4.8,7.8
"Bihar College of Pharmacy, Patna ",Bihar,Pharmacy,"1,10,000","1,00,000",8,8.3,8,8.4,7.3,8.1,7.7
"Mata Gujri University, Kishanganj ",Bihar,Pharmacy,"1,06,000","96,000",6.7,6.5,7,7.5,6,7.5,5.5
Nibha Institute of Pharmaceutical Sciences ,Bihar,Pharmacy,"1,00,000","2,25,000",--,--,--,--,--,--,--
Chanakya College of Pharmacy and Medical Science ,Bihar,Pharmacy,"1,19,250","1,33,500",--,--,--,--,--,--,--
"Aadarsh India Technical and Paramedical College, Muzaffarpur ",Bihar,Pharmacy,"25,000","25,000",--,--,--,--,--,--,--
Guru Ghasidas Vishwavidyalaya ,Chhattisgarh,Pharmacy,"26,200","51,850",6.7,7.6,6.3,7.5,6.9,4.7,7.1
Ashoka Institute of Technology and Management ,Chhattisgarh,Pharmacy,--,--,5.4,5.7,5.3,5,5.7,4,6.7
"Apollo College of Pharmacy, Durg ",Chhattisgarh,Pharmacy,"63,530",--,--,--,--,--,--,--,--
Columbia Institute of Pharmacy ,Chhattisgarh,Pharmacy,"65,150","1,04,640",8.1,9,7.3,9,8,7.5,7.5
"Sarguja University, Surguja ",Chhattisgarh,Pharmacy,"30,295",--,7.5,7.7,6.7,8,7,7.5,8.2
"Kalinga University, Raipur ",Chhattisgarh,Pharmacy,"1,10,250","1,10,250",8.3,8.6,8.1,8.6,8.4,7.6,8.2
Shri Rawatpura Sarkar Institute of Pharmacy ,Chhattisgarh,Pharmacy,"58,800","72,400",4.9,6,4,5,5.5,4.5,4.5
Rungta College of Pharmaceutical Sciences and Research ,Chhattisgarh,Pharmacy,"75,800","80,000",9.1,9.6,8,9,9.6,9.1,9
Rungta College of Pharmaceutical Science & Research ,Chhattisgarh,Pharmacy,"71,900","55,500",--,--,--,--,--,--,--
Rungta Institute of Pharmaceutical Education & Research ,Chhattisgarh,Pharmacy,"71,900","55,500",--,--,--,--,--,--,--
Rungta Institute of Pharmaceutical Sciences ,Chhattisgarh,Pharmacy,"35,950","55,500",--,--,--,--,--,--,--
Chhatrapati Shivaji Institute of Pharmacy ,Chhattisgarh,Pharmacy,"71,900","55,550",--,--,--,--,--,--,--
Jharkhand University of Technology ,Jharkhand,Pharmacy,--,--,9.8,9,--,--,--,--,--
"Sahyog College of Medical Sciences, Khunti ",Jharkhand,Pharmacy,"75,000",--,--,--,--,--,--,--,--
"Faculty of Pharmaceutical Sciences, Shoolini University, Solan ",Himachal pradesh,Pharmacy,"1,48,168","1,41,320",7.5,8,6.8,7.3,8.2,7,7.7
"Abhilashi College of Pharmacy, Mandi ",Himachal pradesh,Pharmacy,"59,000",--,8.7,--,--,8.5,--,9,8.5
Himachal Institute of Pharmaceutical Education and Research ,Himachal pradesh,Pharmacy,"74,100",--,4.5,8,1,7,6,3,2
"Himachal Institute of Pharmacy, Paonta ",Himachal pradesh,Pharmacy,"74,100","1,45,100",--,--,--,--,--,--,--
"LR Institute of Pharmacy, Solan ",Himachal pradesh,Pharmacy,"2,88,000","2,54,000",5.3,6.5,8,4.5,8.5,3,1.5
"SRET College of Pharmacy, Hamirpur ",Himachal pradesh,Pharmacy,--,--,--,--,--,--,--,--,--
"Shanti Niketan College of Pharmacy, Mandi ",Himachal pradesh,Pharmacy,--,--,--,--,--,--,--,--,--
"LR Group of Institutes, Solan ",Himachal pradesh,Pharmacy,"72,000","1,27,000",--,--,--,--,--,--,--
SIRDA Group of Institution ,Himachal pradesh,Pharmacy,--,--,--,--,--,--,--,--,--
"Government Polytechnic, Rohru ",Himachal pradesh,Pharmacy,"8,220",--,--,--,--,--,--,--,--
Swami Vivekanand College of Pharmacy ,Chandigarh,Pharmacy,"93,960","85,000",7.8,8.5,6.5,8,8.5,8,7
University Institute of Pharmaceutical Sciences ,Chandigarh,Pharmacy,"15,665","28,825",8.1,8.6,7.2,8.4,7.9,8.2,8.2
"NEF Law College, Guwahati ",Assam,Law,"65,000","75,000",5.1,6.9,2.8,7.1,5.8,3.3,4.9
"Tezpur Law College, Sonitpur ",Assam,Law,"46,750","61,500",8.1,8.3,7.7,8.3,7.7,8,8.3
"Jorhat Law College, Jorhat ",Assam,Law,--,--,6.7,7.3,6.3,7,7,6.3,6
"Dispur Law College, Guwahati ",Assam,Law,--,--,6.1,6.8,6,7,6.2,4.4,6.4
"JB Law College, Guwahati ",Assam,Law,"13,000","22,000",8,8.3,7,8.5,8.3,7.7,8.1
National Law University and Judicial Academy ,Assam,Law,"5,90,000","1,90,000",7.3,7.8,7,7.2,8.8,5.4,7.4
"Braja Mohan Thakur Law College (Autonomous), Purnea ",Bihar,Law,--,--,--,--,--,--,--,--,--
Bihar Institute of law ,Bihar,Law,"36,404",--,7.7,8,7,8,7,8,8
"S.K.J. Law College, Muzaffarpur ",Bihar,Law,"15,600",--,7.5,8,7,7.8,7,7.2,7.8
"Munshi Singh College, Motihari ",Bihar,Law,--,--,6.7,6,6,9.3,6.3,3.8,8.7
"Nawada Vidhi Mahavidyalaya, Nawada ",Bihar,Law,"10,300",--,--,--,--,--,--,--,--
"Patna Law College, Patna ",Bihar,Law,"2,220",--,8.1,8.5,8,8.2,8.1,7.9,7.9
Chanakya National Law University ,Bihar,Law,"1,50,500","1,54,000",6.3,6.6,6.4,6.2,6.3,5.1,7.3
"Jai Prakash University, Chapra ",Bihar,Law,"10,250",--,7.7,7.8,7.2,8.3,7.6,7.6,7.9
Central University of South Bihar ,Bihar,Law,"33,518","18,218",8,8.6,7.7,8.9,8.6,5.8,8.3
"T.N.B. Law College, Bhagalpur ",Bihar,Law,--,--,7.6,8,7,8,7,7.5,8
Hidayatullah National Law University ,Chhattisgarh,Law,"1,31,000","1,81,000",7.3,7.7,6.3,6.1,8,7.1,8.6
"D.P. Vipra Law College , Bilaspur ",Chhattisgarh,Law,"24,000","30,000",6.5,8,4,6,6,5,--
"MATS School of Law, Raipur ",Chhattisgarh,Law,"85,000","62,000",7.9,8.3,7.3,8,8.4,8.1,7.5
"Govt. T.C.L. College, Janjgir ",Chhattisgarh,Law,--,--,--,--,--,--,--,--,--
Chotanagpur Law College ,Jharkhand,Law,"44,000","34,850",8.3,8.5,8,8.5,8,8.5,8.5
Jharkhand Vidhi Mahavidyalaya ,Jharkhand,Law,"18,600",--,--,--,--,--,--,--,--
National University of Study and Research in ,Jharkhand,Law,"1,75,000","1,75,000",7.4,7.8,7.7,7.1,6.4,7.3,8
Sido Kanhu Murmu University ,Jharkhand,Law,--,--,7.4,7.7,6.6,7.9,7.1,7.1,8
Vinoba Bhave University ,Jharkhand,Law,--,--,7.2,7.4,6.4,8,7.4,6.2,7.6
"LR Institute of Legal Studies, Solan ",Himachal pradesh,Law,"60,000",--,--,--,--,--,--,--,--
International Centre For Distance Education And Open ,Himachal pradesh,Law,"7,440",--,--,--,--,--,--,--,--
"Faculty of Legal Sciences, Shoolini University, Solan ",Himachal pradesh,Law,"1,22,290","1,09,526",9.5,--,--,--,--,--,--
Himachal Pradesh National Law University ,Himachal pradesh,Law,"1,46,500","2,00,500",6.7,7.3,5.4,8.1,4.6,7.2,7.4
"Dogra Law College, Jammu ",Jammu,Law,"40,353",--,8.3,8.5,8,9.8,8,6,9.5
"Ashoka Law College, Kathua ",Jammu,Law,--,--,--,--,--,--,--,--,--
"Bhargava Law College, Jammu ",Jammu,Law,--,--,--,--,--,--,--,--,--
"KC Law College, Jammu ",Jammu,Law,--,--,7.9,8.8,7,8.4,7.6,8.1,7.6
"Kashmir Law College, Srinagar ",Jammu,Law,"1,05,000",--,8.8,9,8.3,9.3,9,8.7,8.7
Kashmir Creative Education Foundation ,Jammu,Law,--,--,--,--,--,--,--,--,--
"University Institute of Legal Studies, Chandigarh University ",Chandigarh,Law,"1,20,000","90,000",9.1,9.4,8.9,9.3,9.1,8.3,9.6
Goa College of Engineering ,Goa,Engineering,"59,500","57,375",7.5,7.6,6.7,7.3,8,6.7,8.6
"Padre Conceicao College of Engineering, Salcete ",Goa,Engineering,"1,30,000","83,500",6.6,7.4,4.2,7.6,6.7,6.8,6.9
National Centre for Antarctic and Ocean Research ,Goa,Engineering,--,--,9.2,9,9,--,--,--,--
"Shree Rayeshwar Institute of Engineering and Information Technology, North Goa ",Goa,Engineering,"1,02,300",--,6.6,6.6,5.9,6.8,6.2,7.2,6.8
National Institute of Oceanography ,Goa,Engineering,"14,000","14,000",8.8,9.5,8.8,8.9,9.3,8.3,8.2
"Goa University, North Goa ",Goa,Engineering,"17,290",--,7.9,8.6,7.4,7.8,7.7,8,7.6
"Government Polytechnic, Bicholim ",Goa,Engineering,--,--,--,--,--,--,--,--,--
"Agnel Polytechnic, South Goa ",Goa,Engineering,"37,200","37,200",--,--,--,--,--,--,--
"Government Polytechnic, Curchorem ",Goa,Engineering,"16,000",--,--,--,--,--,--,--,--
Government Polytechnic ,Goa,Engineering,"42,300","42,300",--,--,--,--,--,--,--
Goa Institute of Management ,Goa,Management,"8,80,000","52,000",8.8,8.7,8.7,8.5,9.2,8.6,8.9
Sri Sri Institute of Management Studies ,Goa,Management,"3,67,000",--,--,--,--,--,--,--,--
Sridora Caculo College of Commerce and Management Studies ,Goa,Management,"61,804",--,7.3,8.3,7,8,6.7,6,8
"St. Xavier's College, Bardez ",Goa,Management,"62,194",--,7.6,8.1,7.2,7.9,8.3,5.3,8.6
"Ann Institute of Hotel Management and Catering Technology, North Goa ",Goa,Management,--,--,--,--,--,--,--,--,--
"Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology, Bardez ",Goa,Management,--,--,6.6,7.2,5.2,7.8,7.2,5.8,6.4
Murgaon Education Societys College of Arts and Commerce ,Goa,Management,"62,275",--,8.1,9,7.5,8.5,8.7,6.7,8
"Rosary College of Commerce and Arts, Salcete ",Goa,Management,"63,987",--,7.3,8,5.5,8.5,7.1,6.4,8
"Goa College of Hospitality and Culinary Education , North Goa ",Goa,Management,"85,000",--,--,--,--,--,--,--,--
"Shree Damodar College of Commerce and Economics, Salcete ",Goa,Management,"37,407",--,7.9,7.8,7.1,8.4,8.9,7,8.3
"Narayan Zantye College of Commerce, North Goa ",Goa,Management,--,--,--,--,--,--,--,--,--
"S. S. Dempo College of Commerce and Economics, Panji ",Goa,Management,"69,856","42,846",6.6,7.3,4.8,6.8,7.5,6.3,7
"Don Bosco College, Panji ",Goa,Management,"64,554",--,6.3,6.9,4.9,7,6.3,4.4,8.1
Fr. Agnel College of Arts and Commerce ,Goa,Management,--,--,--,--,--,--,--,--,--
"Government College of Arts Science and Commerce Sanquelim, North Goa ",Goa,Science,"8,520",--,--,--,--,--,--,--,--
"Carmel College for Women, Salcete ",Goa,Science,"9,876",--,7.5,9,5.3,9.3,6.3,6.3,9
"DCT’s Dhempe College of Arts and Science, Panji ",Goa,Science,"7,130",--,7.3,8.2,6.5,8,7.5,5.3,8.5
"Government College of Arts Science and Commerce Quepem, North Goa ",Goa,Science,"5,540",--,7.8,8,8,9.7,6.5,5,9.3
"Parvatibai Chowgule College of Arts and Science, Salcete ",Goa,Science,"19,305","1,06,140",7.6,7.3,6.3,8.5,8.3,6.6,8.5
"Goa Medical College and Hospital, Tiswadi ",Goa,Science,--,--,8.3,8.5,7.5,8.7,8.1,8.4,8.5
V.M. Salgaocar Institute of International Hospitality Education ,Goa,Science,--,--,--,--,--,--,--,--,--
"JD Institute of Fashion Technology, Panji ",Goa,Science,--,--,--,--,--,--,--,--,--
"Government College of Arts, Science and Commerce, North Goa ",Goa,Science,"8,800",--,--,--,--,--,--,--,--
"CES College of Arts and Commerce, Salcete ",Goa,Commerce,--,--,--,--,--,--,--,--,--
"Shree Maliikarjun College of Arts and Commerce, South Goa ",Goa,Commerce,"8,780",--,9.5,--,--,--,--,--,--
"Goa College of Art, Panji ",Goa,Arts,"23,320","30,000",6.2,7,6.5,7,6.5,3,7
Institute of Hotel Management Catering Technology and Applied Nutrition ,Goa,Hotel-management,"1,02,978","69,500",8.2,7.9,7.5,8.3,8.5,8.5,8.7
Guardian Angel Institute of Hotel Management and Catering Technology ,Goa,Hotel-management,"40,000","40,000",--,--,--,--,--,--,--
Enviroskills Academy ,Goa,Hotel-management,"3,50,000","1,02,000",--,--,--,--,--,--,--
ICAR-Central Coastal Agricultural Research Institute ,Goa,Agriculture,"60,000",--,--,--,--,--,--,--,--
"Goa College of Pharmacy, Panji ",Goa,Pharmacy,"88,100",--,5.4,7,4,6.7,4.5,4.8,5.3
"VM Salgaocar College of Law, Panji ",Goa,Law,"21,000","26,400",8,8,8.2,8.1,7.9,7.6,8.4
"Govind Ramnath Kare College of Law, South Goa ",Goa,Law,"27,882","39,512",5.8,8,6,5,8,4,3.5
North Eastern Regional Institute of Science and Technology ,Arunachal pradesh,Engineering,"20,470","29,640",6.9,7.8,6.7,7.2,6.5,5.1,8.3
"Arunodaya University, Itanagar ",Arunachal pradesh,Engineering,--,--,8.4,9,8.5,8.2,9,7.5,7.9
Himalayan University ,Arunachal pradesh,Engineering,"81,000",--,8.6,8.6,8,8.9,9.1,8.1,9
Apex Professional University ,Arunachal pradesh,Engineering,"70,000","87,000",7.4,7.5,7.5,7.5,7.5,7.5,7
Rajiv Gandhi University ,Arunachal pradesh,Engineering,"19,850","16,800",7,7.4,6.6,7.7,7.6,5.4,7.2
Arunachal University of Studies ,Arunachal pradesh,Engineering,"25,000","32,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4
North East Frontier Technical University ,Arunachal pradesh,Engineering,--,--,8.3,9,7.6,8.5,8.2,8.7,8
Venkateshwara Open University ,Arunachal pradesh,Engineering,"10,000",--,7.9,8.3,7.3,8.5,7.5,7.8,8.2
"Tomi Polytechnic College, Basar ",Arunachal pradesh,Engineering,"45,000",--,--,--,--,--,--,--,--
"Government Polytechnic Laying, Itanagar ",Arunachal pradesh,Engineering,--,--,--,--,--,--,--,--,--
"Government Polytechnic Roing, Roing ",Arunachal pradesh,Engineering,"15,050",--,--,--,--,--,--,--,--
Rajiv Gandhi Government Polytechnic ,Arunachal pradesh,Engineering,"15,350",--,--,--,--,--,--,--,--
"The Global University, Itanagar ",Arunachal pradesh,Engineering,"90,000","1,00,000",--,--,--,--,--,--,--
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Arunachal pradesh,Management,"58,500",--,--,--,--,--,--,--,--
Dera Natung Government College ,Arunachal pradesh,Science,"6,250",--,4.3,4.7,1.5,6.3,5,2.3,6
"Jawaharlal Nehru College, East Siang ",Arunachal pradesh,Science,"6,740",--,--,--,--,--,--,--,--
"Institute of Distance Education, Rajiv Gandhi University, Itanagar ",Arunachal pradesh,Science,"7,180",--,--,--,--,--,--,--,--
"Mudo Tamo Memorial College, Lower Subansiri ",Arunachal pradesh,Science,"60,000",--,--,--,--,--,--,--,--
"Indira Gandhi Government College, Lohit ",Arunachal pradesh,Commerce,--,--,--,--,--,--,--,--,--
"Saint Claret College, Ziro ",Arunachal pradesh,Commerce,"42,600",--,--,--,--,--,--,--,--
"Don Bosco College, Itanagar ",Arunachal pradesh,Commerce,"37,900",--,--,--,--,--,--,--,--
"Mahabodhi Lord Buddha College, Namsai ",Arunachal pradesh,Commerce,"30,000",--,--,--,--,--,--,--,--
"St Francis Sales College, West Siang ",Arunachal pradesh,Arts,"50,700",--,7.5,8,8,8,7,6,8
Siang Royal Academy ,Arunachal pradesh,Arts,"25,000",--,--,--,--,--,--,--,--
"Doying Gumin College, Pasighat ",Arunachal pradesh,Arts,"22,500",--,--,--,--,--,--,--,--
National Research Centre on Yak ,Arunachal pradesh,Agriculture,--,--,7.8,8,8,7.5,7.5,8,8
"North East Homoeopathic Medical College And Hospital, Itanagar ",Arunachal pradesh,Medical,"2,50,000",--,--,--,--,--,--,--,--
"Sarah Institute of Paramedical Sciences, Itanagar ",Arunachal pradesh,Medical,"85,000",--,--,--,--,--,--,--,--
"CMJ University, Ri-Bhoi ",Meghalaya,Engineering,"3,75,000","2,35,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6
North-Eastern Hill University ,Meghalaya,Engineering,"5,060","5,010",7.9,7.9,7.8,8.2,8.4,6.6,8.2
William Carey University ,Meghalaya,Engineering,"1,06,000","1,06,000",8.5,9.2,8.4,8.4,8.2,8.1,8.6
